V1,V2,V3,V4,V5,V6,V7,period_cat,location,target_type
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,MUNI-ARIMA,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,Karlen-pypm,MUNI-ARIMA,UNIPV-BayesINGARCHX,4,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ILM-EKF,ITWW-county_repro,MUNI-ARIMA,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,4,DE,Cases
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,RobertWalraven-ESG,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,UNIPV-BayesINGARCHX,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ILM-EKF,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,itwm-dSEIR,4,DE,Cases
ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,Karlen-pypm,UNIPV-BayesINGARCHX,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MUNI-ARIMA,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,Karlen-pypm,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,RobertWalraven-ESG,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ILM-EKF,Karlen-pypm,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,Karlen-pypm,MIT_CovidAnalytics-DELPHI,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,MUNI-ARIMA,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,Karlen-pypm,MUNI-ARIMA,UNIPV-BayesINGARCHX,4,DE,Cases
EuroCOVIDhub-baseline,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,4,DE,Cases
ILM-EKF,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,RobertWalraven-ESG,itwm-dSEIR,4,DE,Cases
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,MUNI-ARIMA,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,MIT_CovidAnalytics-DELPHI,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,MUNI-ARIMA,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,Karlen-pypm,MUNI-ARIMA,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,MIT_CovidAnalytics-DELPHI,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ILM-EKF,Karlen-pypm,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,4,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,Karlen-pypm,UNIPV-BayesINGARCHX,itwm-dSEIR,4,DE,Cases
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
FIAS_FZJ-Epi1Ger,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
ILM-EKF,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,itwm-dSEIR,4,DE,Deaths
HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,itwm-dSEIR,4,DE,Deaths
HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ILM-EKF,ITWW-county_repro,Karlen-pypm,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,4,DE,Deaths
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,itwm-dSEIR,4,DE,Deaths
